iter	Passed	Remaining
855	2389	3193
856	2391	3190
857	2394	3187
858	2397	3184
859	2400	3181
860	2402	3178
861	2405	3175
862	2408	3172
863	2411	3170
864	2414	3168
865	2417	3165
866	2419	3162
867	2422	3159
868	2425	3156
869	2428	3153
870	2431	3151
871	2433	3148
872	2436	3144
873	2438	3141
874	2441	3138
875	2444	3136
876	2447	3133
877	2450	3131
878	2453	3128
879	2455	3125
880	2458	3122
881	2461	3119
882	2463	3116
883	2466	3113
884	2468	3110
885	2470	3106
886	2473	3104
887	2476	3101
888	2479	3098
889	2481	3095
890	2484	3092
891	2486	3089
892	2489	3085
893	2492	3083
894	2495	3080
895	2497	3077
896	2500	3074
897	2502	3071
898	2505	3068
899	2507	3065
900	2510	3062
901	2512	3059
902	2515	3055
903	2517	3052
904	2520	3049
905	2523	3047
906	2526	3044
907	2529	3041
908	2531	3038
909	2534	3035
910	2537	3033
911	2541	3031
912	2544	3028
913	2547	3026
914	2549	3023
915	2552	3020
916	2555	3018
917	2558	3016
918	2562	3013
919	2565	3011
920	2569	3010
921	2573	3008
922	2575	3005
923	2578	3003
924	2581	3000
925	2584	2997
926	2587	2994
927	2590	2992
928	2593	2989
929	2596	2987
930	2599	2984
931	2602	2981
932	2608	2982
933	2611	2980
934	2614	2977
935	2616	2974
936	2620	2972
937	2623	2969
938	2626	2967
939	2629	2964
940	2632	2962
941	2634	2959
942	2638	2957
943	2641	2955
944	2644	2952
945	2647	2949
946	2650	2946
947	2653	2944
948	2656	2941
949	2659	2939
950	2662	2936
951	2666	2934
952	2669	2932
953	2672	2930
954	2675	2927
955	2678	2925
956	2681	2922
957	2685	2921
958	2689	2919
959	2691	2916
960	2695	2913
961	2698	2911
962	2701	2909
963	2705	2907
964	2707	2904
965	2710	2901
966	2713	2898
967	2717	2896
968	2720	2894
969	2723	2891
970	2726	2889
971	2729	2886
972	2732	2884
973	2736	2882
974	2738	2879
975	2741	2876
976	2745	2874
977	2748	2872
978	2751	2869
979	2754	2866
980	2757	2864
981	2759	2861
982	2762	2858
983	2765	2855
984	2769	2853
985	2771	2850
986	2774	2847
987	2777	2845
988	2780	2842
989	2783	2839
990	2786	2836
991	2788	2833
992	2791	2831
993	2794	2828
994	2797	2825
995	2800	2822
996	2802	2819
997	2805	2816
998	2808	2813
999	2810	2810
1000	2813	2808
1001	2816	2805
1002	2819	2802
1003	2822	2799
1004	2825	2796
1005	2827	2794
1006	2831	2791
1007	2834	2789
1008	2837	2786
1009	2839	2783
1010	2842	2780
1011	2845	2778
1012	2849	2775
1013	2851	2773
1014	2854	2769
1015	2856	2766
1016	2859	2764
1017	2862	2761
1018	2865	2758
1019	2867	2755
1020	2870	2752
1021	2872	2749
1022	2875	2746
1023	2878	2743
1024	2881	2740
1025	2883	2737
1026	2886	2734
1027	2888	2731
1028	2891	2728
1029	2894	2725
1030	2897	2722
1031	2899	2719
1032	2902	2716
1033	2904	2713
1034	2907	2710
1035	2910	2707
1036	2912	2704
1037	2915	2701
1038	2917	2698
1039	2920	2695
1040	2922	2692
1041	2925	2689
1042	2928	2686
1043	2930	2683
1044	2933	2680
1045	2935	2677
1046	2938	2674
1047	2941	2671
1048	2943	2668
1049	2946	2665
1050	2949	2662
1051	2951	2660
1052	2954	2657
1053	2957	2654
1054	2961	2652
1055	2963	2649
1056	2966	2646
1057	2968	2643
1058	2971	2640
1059	2974	2637
1060	2977	2635
1061	2980	2632
1062	2983	2629
1063	2985	2626
1064	2988	2623
1065	2991	2620
1066	2993	2617
1067	2996	2614
1068	2999	2611
1069	3001	2608
1070	3004	2605
1071	3006	2603
1072	3009	2600
1073	3012	2596
1074	3014	2593
1075	3017	2590
1076	3019	2587
1077	3023	2585
1078	3025	2582
1079	3028	2579
1080	3030	2576
1081	3033	2573
1082	3036	2570
1083	3039	2568
1084	3042	2565
1085	3044	2562
1086	3047	2559
1087	3049	2556
1088	3052	2553
1089	3055	2550
1090	3058	2548
1091	3060	2545
1092	3063	2542
1093	3066	2539
1094	3068	2536
1095	3071	2533
1096	3074	2530
1097	3077	2527
1098	3079	2524
1099	3082	2521
1100	3084	2518
1101	3087	2515
1102	3089	2512
1103	3092	2509
1104	3094	2506
1105	3097	2503
1106	3099	2500
1107	3102	2497
1108	3104	2494
1109	3107	2491
1110	3110	2488
1111	3112	2485
1112	3115	2482
1113	3117	2479
1114	3120	2476
1115	3122	2473
1116	3125	2470
1117	3127	2467
1118	3130	2464
1119	3132	2461
1120	3135	2458
1121	3138	2455
1122	3140	2452
1123	3143	2449
1124	3145	2446
1125	3148	2443
1126	3150	2440
1127	3153	2437
1128	3155	2434
1129	3158	2431
1130	3161	2428
1131	3163	2425
1132	3166	2422
1133	3169	2420
1134	3171	2417
1135	3174	2414
1136	3177	2411
1137	3179	2408
1138	3182	2405
1139	3184	2402
1140	3187	2399
1141	3189	2396
1142	3192	2393
1143	3194	2390
1144	3197	2387
1145	3199	2384
1146	3202	2381
1147	3205	2378
1148	3207	2375
1149	3210	2372
1150	3212	2369
1151	3215	2366
1152	3218	2364
1153	3221	2361
1154	3223	2358
1155	3226	2355
1156	3229	2352
1157	3231	2349
1158	3234	2347
1159	3237	2344
1160	3240	2341
1161	3242	2338
1162	3245	2335
1163	3247	2332
1164	3250	2329
1165	3252	2326
1166	3255	2323
1167	3258	2320
1168	3260	2317
1169	3263	2314
1170	3265	2312
1171	3268	2309
1172	3271	2306
1173	3273	2303
1174	3275	2300
1175	3278	2297
1176	3281	2294
1177	3284	2291
1178	3286	2288
1179	3289	2285
1180	3291	2282
1181	3294	2279
1182	3296	2276
1183	3299	2273
1184	3301	2270
1185	3304	2267
1186	3306	2265
1187	3309	2261
1188	3311	2259
1189	3314	2256
1190	3317	2253
1191	3319	2250
1192	3322	2247
1193	3324	2244
1194	3326	2241
1195	3329	2238
1196	3332	2235
1197	3334	2232
1198	3337	2229
1199	3340	2226
1200	3342	2223
1201	3345	2221
1202	3348	2218
1203	3351	2215
1204	3353	2212
1205	3356	2209
1206	3358	2206
1207	3361	2203
1208	3363	2200
1209	3366	2197
1210	3368	2194
1211	3371	2191
1212	3373	2189
1213	3376	2186
1214	3379	2183
1215	3381	2180
1216	3384	2177
1217	3387	2174
1218	3389	2171
1219	3391	2168
1220	3394	2165
1221	3397	2162
1222	3399	2159
1223	3402	2157
1224	3404	2154
1225	3407	2151
1226	3409	2148
1227	3412	2145
1228	3415	2142
1229	3418	2139
1230	3420	2136
1231	3423	2133
1232	3425	2131
1233	3428	2128
1234	3431	2125
1235	3433	2122
1236	3436	2119
1237	3438	2116
1238	3441	2113
1239	3444	2111
1240	3447	2108
1241	3449	2105
1242	3452	2102
1243	3454	2099
1244	3457	2096
1245	3460	2093
1246	3462	2090
1247	3465	2088
1248	3467	2085
1249	3470	2082
1250	3473	2079
1251	3476	2076
1252	3478	2074
1253	3481	2071
1254	3484	2068
1255	3487	2065
1256	3489	2062
1257	3492	2059
1258	3495	2057
1259	3497	2054
1260	3500	2051
1261	3502	2048
1262	3505	2045
1263	3507	2042
1264	3510	2039
1265	3512	2036
1266	3515	2033
1267	3517	2030
1268	3520	2027
1269	3522	2024
1270	3525	2021
1271	3527	2019
1272	3530	2016
1273	3532	2013
1274	3535	2010
1275	3537	2007
1276	3540	2004
1277	3543	2001
1278	3545	1998
1279	3547	1995
1280	3550	1992
1281	3552	1989
1282	3555	1986
1283	3558	1984
1284	3560	1981
1285	3563	1978
1286	3565	1975
1287	3568	1972
1288	3570	1969
1289	3573	1966
1290	3575	1963
1291	3578	1960
1292	3580	1958
1293	3583	1955
1294	3586	1952
1295	3589	1949
1296	3592	1946
1297	3594	1944
1298	3597	1941
1299	3599	1938
1300	3601	1935
1301	3604	1932
1302	3607	1929
1303	3610	1927
1304	3612	1924
1305	3615	1921
1306	3617	1918
1307	3620	1915
1308	3623	1912
1309	3626	1910
1310	3629	1907
1311	3632	1904
1312	3635	1902
1313	3638	1899
1314	3640	1896
1315	3643	1893
1316	3645	1890
1317	3647	1887
1318	3650	1884
1319	3653	1881
1320	3655	1879
1321	3658	1876
1322	3660	1873
1323	3663	1870
1324	3665	1867
1325	3668	1864
1326	3671	1861
1327	3673	1859
1328	3676	1856
1329	3679	1853
1330	3681	1850
1331	3684	1847
1332	3687	1845
1333	3690	1842
1334	3693	1839
1335	3696	1837
1336	3698	1834
1337	3701	1831
1338	3704	1828
1339	3706	1825
1340	3709	1822
1341	3711	1819
1342	3714	1817
1343	3717	1814
1344	3719	1811
1345	3722	1808
1346	3724	1805
1347	3727	1802
1348	3729	1799
1349	3732	1797
1350	3735	1794
1351	3737	1791
1352	3739	1788
1353	3742	1785
1354	3745	1782
1355	3747	1779
1356	3750	1777
1357	3753	1774
1358	3755	1771
1359	3758	1768
1360	3761	1765
1361	3763	1762
1362	3766	1760
1363	3768	1757
1364	3771	1754
1365	3774	1751
1366	3776	1748
1367	3779	1745
1368	3781	1743
1369	3784	1740
1370	3786	1737
1371	3789	1734
1372	3791	1731
1373	3794	1728
1374	3797	1726
1375	3800	1723
1376	3803	1720
1377	3806	1718
1378	3809	1715
1379	3812	1712
1380	3815	1710
1381	3818	1707
1382	3821	1704
1383	3824	1702
1384	3827	1699
1385	3829	1696
1386	3832	1694
1387	3835	1691
1388	3838	1688
1389	3841	1685
1390	3843	1682
1391	3846	1680
1392	3849	1677
1393	3851	1674
1394	3854	1671
1395	3856	1668
1396	3859	1665
1397	3862	1663
1398	3864	1660
1399	3867	1657
1400	3870	1654
1401	3872	1651
1402	3875	1648
1403	3878	1646
1404	3881	1643
1405	3883	1640
1406	3885	1637
1407	3888	1634
1408	3890	1631
1409	3893	1629
1410	3896	1626
1411	3898	1623
1412	3901	1620
1413	3903	1617
1414	3906	1615
1415	3909	1612
1416	3911	1609
1417	3914	1606
1418	3916	1603
1419	3919	1600
1420	3921	1597
1421	3924	1595
1422	3927	1592
1423	3929	1589
1424	3932	1586
1425	3934	1583
1426	3937	1581
1427	3939	1578
1428	3942	1575
1429	3945	1572
1430	3947	1569
1431	3950	1566
1432	3952	1563
1433	3954	1560
1434	3957	1558
1435	3960	1555
1436	3962	1552
1437	3965	1549
1438	3967	1546
1439	3970	1543
1440	3972	1541
1441	3975	1538
1442	3977	1535
1443	3980	1532
1444	3982	1529
1445	3985	1526
1446	3987	1524
1447	3990	1521
1448	3993	1518
1449	3996	1515
1450	3999	1513
1451	4001	1510
1452	4003	1507
1453	4006	1504
1454	4008	1501
1455	4011	1498
1456	4014	1496
1457	4017	1493
1458	4019	1490
1459	4022	1487
1460	4024	1484
1461	4027	1482
1462	4030	1479
1463	4032	1476
1464	4035	1473
1465	4037	1470
1466	4040	1468
1467	4043	1465
1468	4046	1462
1469	4048	1459
1470	4051	1456
1471	4053	1453
1472	4056	1451
1473	4058	1448
1474	4061	1445
1475	4063	1442
1476	4066	1439
1477	4068	1436
1478	4071	1434
1479	4073	1431
1480	4076	1428
1481	4079	1425
1482	4081	1422
1483	4083	1419
1484	4086	1417
1485	4089	1414
1486	4091	1411
1487	4094	1408
1488	4096	1405
1489	4098	1402
1490	4101	1400
1491	4104	1397
1492	4107	1394
1493	4109	1391
1494	4112	1389
1495	4114	1386
1496	4117	1383
1497	4119	1380
1498	4122	1377
1499	4124	1374
1500	4127	1372
1501	4129	1369
1502	4132	1366
1503	4134	1363
1504	4137	1360
1505	4140	1358
1506	4142	1355
1507	4145	1352
1508	4147	1349
1509	4150	1346
1510	4153	1344
1511	4155	1341
1512	4158	1338
1513	4160	1335
1514	4163	1332
1515	4165	1329
1516	4168	1327
1517	4170	1324
1518	4173	1321
1519	4175	1318
1520	4178	1315
1521	4180	1313
1522	4183	1310
1523	4186	1307
1524	4188	1304
1525	4191	1301
1526	4193	1298
1527	4196	1296
1528	4198	1293
1529	4201	1290
1530	4204	1288
1531	4207	1285
1532	4210	1282
1533	4212	1279
1534	4215	1276
1535	4217	1274
1536	4220	1271
1537	4223	1268
1538	4226	1266
1539	4229	1263
1540	4231	1260
1541	4234	1257
1542	4237	1255
1543	4240	1252
1544	4243	1249
1545	4245	1246
1546	4248	1244
1547	4251	1241
1548	4254	1238
1549	4256	1235
1550	4259	1232
1551	4261	1230
1552	4264	1227
1553	4267	1224
1554	4269	1221
1555	4274	1219
1556	4278	1217
1557	4283	1215
1558	4287	1212
1559	4290	1210
1560	4295	1207
1561	4300	1205
1562	4303	1203
1563	4306	1200
1564	4309	1197
1565	4312	1195
1566	4315	1192
1567	4318	1189
1568	4321	1187
1569	4324	1184
1570	4327	1181
1571	4330	1179
1572	4333	1176
1573	4336	1173
1574	4338	1170
1575	4341	1168
1576	4344	1165
1577	4347	1162
1578	4350	1159
1579	4352	1157
1580	4355	1154
1581	4358	1151
1582	4360	1148
1583	4363	1145
1584	4366	1143
1585	4368	1140
1586	4371	1137
1587	4373	1134
1588	4376	1131
1589	4379	1129
1590	4381	1126
1591	4384	1123
1592	4387	1120
1593	4389	1118
1594	4392	1115
1595	4395	1112
1596	4398	1110
1597	4401	1107
1598	4404	1104
1599	4406	1101
1600	4410	1099
1601	4413	1096
1602	4416	1093
1603	4419	1091
1604	4422	1088
1605	4424	1085
1606	4427	1082
1607	4430	1080
1608	4433	1077
1609	4436	1074
1610	4438	1071
1611	4441	1069
1612	4444	1066
1613	4447	1063
1614	4450	1060
1615	4452	1058
1616	4455	1055
1617	4458	1052
1618	4461	1049
1619	4463	1047
1620	4466	1044
1621	4469	1041
1622	4472	1038
1623	4475	1036
1624	4478	1033
1625	4480	1030
1626	4483	1027
1627	4485	1025
1628	4488	1022
1629	4491	1019
1630	4493	1016
1631	4496	1013
1632	4499	1011
1633	4501	1008
1634	4504	1005
1635	4507	1002
1636	4510	1000
1637	4513	997
1638	4515	994
1639	4518	991
1640	4521	989
1641	4524	986
1642	4527	983
1643	4529	980
1644	4532	978
1645	4535	975
1646	4538	972
1647	4541	969
1648	4543	967
1649	4546	964
1650	4548	961
1651	4551	958
1652	4554	956
1653	4557	953
1654	4560	950
1655	4563	947
1656	4566	945
1657	4568	942
1658	4571	939
1659	4574	936
1660	4576	934
1661	4579	931
1662	4582	928
1663	4584	925
1664	4587	923
1665	4590	920
1666	4593	917
1667	4595	914
1668	4598	911
1669	4601	909
1670	4604	906
1671	4607	903
1672	4610	901
1673	4613	898
1674	4616	895
1675	4619	892
1676	4622	890
1677	4625	887
1678	4628	884
1679	4630	882
1680	4633	879
1681	4637	876
1682	4639	873
1683	4642	871
1684	4645	868
1685	4648	865
1686	4651	862
1687	4653	860
1688	4656	857
1689	4659	854
1690	4662	851
1691	4664	849
1692	4667	846
1693	4670	843
1694	4673	840
1695	4676	838
1696	4679	835
1697	4681	832
1698	4685	830
1699	4687	827
1700	4690	824
1701	4693	821
1702	4696	819
1703	4699	816
1704	4702	813
1705	4705	810
1706	4708	808
1707	4710	805
1708	4713	802
1709	4717	799
1710	4720	797
1711	4722	794
1712	4725	791
