iter	Passed	Remaining
1713	4728	788
1714	4731	786
1715	4734	783
1716	4736	780
1717	4739	777
1718	4741	775
1719	4744	772
1720	4747	769
1721	4749	766
1722	4752	764
1723	4755	761
1724	4758	758
1725	4760	755
1726	4763	753
1727	4766	750
1728	4769	747
1729	4772	744
1730	4774	742
1731	4777	739
1732	4780	736
1733	4783	733
1734	4785	730
1735	4788	728
1736	4791	725
1737	4793	722
1738	4796	719
1739	4799	717
1740	4802	714
1741	4805	711
1742	4808	708
1743	4811	706
1744	4814	703
1745	4817	700
1746	4820	698
1747	4823	695
1748	4826	692
1749	4829	689
1750	4833	687
1751	4835	684
1752	4838	681
1753	4841	678
1754	4844	676
1755	4847	673
1756	4850	670
1757	4853	668
1758	4856	665
1759	4859	662
1760	4862	659
1761	4865	657
1762	4868	654
1763	4871	651
1764	4874	649
1765	4877	646
1766	4880	643
1767	4883	640
1768	4886	638
1769	4889	635
1770	4892	632
1771	4895	629
1772	4898	627
1773	4900	624
1774	4903	621
1775	4906	618
1776	4909	616
1777	4913	613
1778	4916	610
1779	4919	607
1780	4922	605
1781	4925	602
1782	4928	599
1783	4932	597
1784	4934	594
1785	4938	591
1786	4941	589
1787	4944	586
1788	4948	583
1789	4951	580
1790	4954	578
1791	4957	575
1792	4961	572
1793	4963	569
1794	4967	567
1795	4970	564
1796	4973	561
1797	4976	559
1798	4979	556
1799	4982	553
1800	4985	550
1801	4988	548
1802	4991	545
1803	4994	542
1804	4997	539
1805	5000	537
1806	5003	534
1807	5006	531
1808	5009	528
1809	5012	526
1810	5015	523
1811	5017	520
1812	5020	517
1813	5024	515
1814	5027	512
1815	5030	509
1816	5033	506
1817	5036	504
1818	5039	501
1819	5042	498
1820	5045	495
1821	5047	493
1822	5050	490
1823	5053	487
1824	5056	484
1825	5059	482
1826	5062	479
1827	5064	476
1828	5067	473
1829	5071	471
1830	5074	468
1831	5076	465
1832	5079	462
1833	5082	459
1834	5084	457
1835	5087	454
1836	5090	451
1837	5093	448
1838	5096	446
1839	5099	443
1840	5102	440
1841	5105	437
1842	5108	435
1843	5111	432
1844	5114	429
1845	5117	426
1846	5120	424
1847	5123	421
1848	5126	418
1849	5128	415
1850	5131	413
1851	5134	410
1852	5137	407
1853	5139	404
1854	5142	401
1855	5145	399
1856	5147	396
1857	5150	393
1858	5153	390
1859	5156	388
1860	5158	385
1861	5161	382
1862	5164	379
1863	5167	377
1864	5170	374
1865	5172	371
1866	5175	368
1867	5178	365
1868	5181	363
1869	5184	360
1870	5186	357
1871	5189	354
1872	5192	352
1873	5195	349
1874	5198	346
1875	5201	343
1876	5203	341
1877	5206	338
1878	5208	335
1879	5211	332
1880	5215	329
1881	5218	327
1882	5221	324
1883	5223	321
1884	5226	318
1885	5229	316
1886	5232	313
1887	5235	310
1888	5238	307
1889	5241	305
1890	5243	302
1891	5247	299
1892	5250	296
1893	5252	293
1894	5255	291
1895	5257	288
1896	5260	285
1897	5263	282
1898	5265	280
1899	5268	277
1900	5270	274
1901	5273	271
1902	5275	268
1903	5278	266
1904	5281	263
1905	5284	260
1906	5286	257
1907	5289	255
1908	5292	252
1909	5296	249
1910	5299	246
1911	5302	244
1912	5305	241
1913	5308	238
1914	5311	235
1915	5315	233
1916	5318	230
1917	5321	227
1918	5325	224
1919	5328	222
1920	5331	219
1921	5334	216
1922	5337	213
1923	5340	210
1924	5343	208
1925	5346	205
1926	5349	202
1927	5351	199
1928	5354	197
1929	5357	194
1930	5360	191
1931	5363	188
1932	5366	185
1933	5368	183
1934	5371	180
1935	5375	177
1936	5378	174
1937	5381	172
1938	5384	169
1939	5386	166
1940	5389	163
1941	5392	161
1942	5395	158
1943	5397	155
1944	5400	152
1945	5403	149
1946	5406	147
1947	5408	144
1948	5411	141
1949	5414	138
1950	5417	136
1951	5419	133
1952	5422	130
1953	5426	127
1954	5429	124
1955	5431	122
1956	5434	119
1957	5436	116
1958	5439	113
1959	5442	111
1960	5445	108
1961	5449	105
1962	5452	102
1963	5455	99
1964	5458	97
1965	5461	94
1966	5464	91
1967	5466	88
1968	5469	86
1969	5472	83
1970	5475	80
1971	5478	77
1972	5480	75
1973	5483	72
1974	5486	69
1975	5489	66
1976	5492	63
1977	5494	61
1978	5497	58
1979	5500	55
1980	5503	52
1981	5506	50
1982	5509	47
1983	5512	44
1984	5514	41
1985	5517	38
1986	5520	36
1987	5522	33
1988	5525	30
1989	5528	27
1990	5531	25
1991	5533	22
1992	5537	19
1993	5539	16
1994	5542	13
1995	5545	11
1996	5548	8
1997	5551	5
1998	5554	2
1999	5556	0
