iter	RMSE
1665	57.50810542
1666	57.49679995
1667	57.48591417
1668	57.47283254
1669	57.46281106
1670	57.44891678
1671	57.44497828
1672	57.44494457
1673	57.4379429
1674	57.42651453
1675	57.41974741
1676	57.40712178
1677	57.40188749
1678	57.39224785
1679	57.38172034
1680	57.37055603
1681	57.36042394
1682	57.35048384
1683	57.32540549
1684	57.31709829
1685	57.3116549
1686	57.31013234
1687	57.30463807
1688	57.2938382
1689	57.27483366
1690	57.26427119
1691	57.25852483
1692	57.25040699
1693	57.2452379
1694	57.24046957
1695	57.2300729
1696	57.2263571
1697	57.22219926
1698	57.21304982
1699	57.2092979
1700	57.20574056
1701	57.19089313
1702	57.17523013
1703	57.16988508
1704	57.16882257
1705	57.15980333
1706	57.14833429
1707	57.14586969
1708	57.13942062
1709	57.13598319
1710	57.12636143
1711	57.11981421
1712	57.10904998
1713	57.10163137
1714	57.09623524
1715	57.09250619
1716	57.08007776
1717	57.0783789
1718	57.0681009
1719	57.0494634
1720	57.04312284
1721	57.03688978
1722	57.02138423
1723	57.01213687
1724	57.007309
1725	56.99959201
1726	56.99148473
1727	56.98613588
1728	56.97600651
1729	56.96182746
1730	56.95226077
1731	56.94911288
1732	56.94606598
1733	56.93635228
1734	56.92530146
1735	56.92129583
1736	56.90337016
1737	56.89437316
1738	56.89108437
1739	56.87427549
1740	56.8681561
1741	56.86436715
1742	56.86220375
1743	56.85921513
1744	56.85288801
1745	56.8444135
1746	56.83112635
1747	56.82279022
1748	56.81227165
1749	56.80253702
1750	56.79042643
1751	56.78533824
1752	56.77755755
1753	56.77204046
1754	56.76173042
1755	56.75416496
1756	56.74813943
1757	56.73942695
1758	56.73777983
1759	56.7328955
1760	56.72555389
1761	56.72250373
1762	56.71434077
1763	56.71096785
1764	56.70439307
1765	56.69416007
1766	56.68523558
1767	56.67249673
1768	56.66288258
1769	56.65330422
1770	56.64869238
1771	56.63523547
1772	56.62931179
1773	56.62666217
1774	56.61978909
1775	56.6151931
1776	56.60584681
1777	56.59660956
1778	56.58693805
1779	56.57397406
1780	56.57174071
1781	56.5673077
1782	56.55367946
1783	56.55056579
1784	56.54138407
1785	56.53105999
1786	56.5253666
1787	56.51499156
1788	56.51203254
1789	56.50746396
1790	56.4856421
1791	56.48056844
1792	56.47143093
1793	56.46761986
1794	56.45915048
1795	56.44436891
1796	56.43739488
1797	56.42584624
1798	56.4200923
1799	56.41456241
1800	56.40600995
1801	56.39747732
1802	56.38535143
1803	56.38234764
1804	56.37656672
1805	56.36929856
1806	56.36310332
1807	56.35644966
1808	56.35354245
1809	56.34591685
1810	56.33641262
1811	56.33180105
1812	56.32731975
1813	56.31873155
1814	56.30412196
1815	56.29644492
1816	56.28789811
1817	56.26437133
1818	56.24589153
1819	56.24064191
1820	56.2372916
1821	56.22958875
1822	56.22186887
1823	56.20831835
1824	56.20624406
1825	56.20261681
1826	56.18554822
1827	56.18053358
1828	56.17627058
1829	56.17022324
1830	56.1631437
1831	56.1594348
1832	56.14877081
1833	56.13794593
1834	56.13413433
1835	56.13008577
1836	56.11270734
1837	56.10876623
1838	56.08702821
1839	56.08426302
1840	56.07779858
1841	56.07306743
1842	56.07017441
1843	56.05597559
1844	56.04795472
1845	56.03780154
1846	56.03327487
1847	56.02885068
1848	56.01614714
1849	56.00306532
1850	55.98704537
1851	55.97749172
1852	55.97513948
1853	55.96328719
1854	55.95344942
1855	55.93898086
1856	55.93106561
1857	55.90903514
1858	55.8955996
1859	55.88745178
1860	55.8850888
1861	55.86437759
1862	55.86000326
1863	55.84926095
1864	55.83891707
1865	55.8320178
1866	55.82004041
1867	55.81495074
1868	55.80629314
1869	55.7989102
1870	55.79510121
1871	55.79290301
1872	55.78575316
1873	55.76881965
1874	55.76185931
1875	55.7574884
1876	55.75373571
1877	55.74240112
1878	55.73720391
1879	55.72377219
1880	55.71870576
1881	55.7137623
1882	55.70546632
1883	55.69726024
1884	55.68936135
1885	55.68176464
1886	55.67272439
1887	55.66928179
1888	55.66426374
1889	55.65324289
1890	55.64892187
1891	55.63328452
1892	55.62877634
1893	55.62051303
1894	55.60586467
1895	55.59321467
1896	55.58416659
1897	55.57680111
1898	55.57305116
1899	55.56120576
1900	55.54489323
1901	55.52552183
1902	55.52044842
1903	55.51424428
1904	55.50405706
1905	55.49555655
1906	55.48543751
1907	55.47264386
1908	55.46097814
1909	55.45318795
1910	55.43955285
1911	55.43481124
1912	55.43094176
1913	55.41708578
1914	55.40925839
1915	55.40013671
1916	55.3971213
1917	55.38169288
1918	55.37418639
1919	55.36739688
1920	55.36087851
1921	55.35491368
1922	55.34582126
1923	55.3311057
1924	55.32593041
1925	55.32308332
1926	55.31912497
1927	55.31716591
1928	55.30929147
1929	55.30654785
1930	55.29263953
1931	55.28937691
1932	55.28530319
1933	55.27933268
1934	55.26731232
1935	55.26071263
1936	55.2560993
1937	55.25256902
1938	55.23682866
1939	55.23253226
1940	55.22439714
1941	55.21280788
1942	55.19560099
1943	55.18753496
1944	55.17952136
1945	55.17083609
1946	55.16600543
1947	55.15548542
1948	55.14212633
1949	55.13570852
1950	55.13248046
1951	55.12591572
1952	55.11563415
1953	55.11063504
1954	55.10487133
1955	55.09985758
1956	55.09356586
1957	55.07840583
1958	55.07229781
1959	55.06814404
1960	55.06542702
1961	55.05645881
1962	55.0358946
1963	55.0225509
1964	55.01613871
1965	55.00915398
1966	55.0051396
1967	55.0012558
1968	54.98972094
1969	54.98692623
1970	54.98464355
1971	54.97749896
1972	54.96173069
1973	54.95741245
1974	54.94899032
1975	54.9318352
1976	54.9223391
1977	54.90755828
1978	54.88760309
1979	54.87984605
1980	54.87721829
1981	54.86995934
1982	54.85778532
1983	54.84600971
1984	54.83747153
1985	54.83458091
1986	54.83274389
1987	54.82157849
1988	54.81216407
1989	54.80612261
1990	54.7990234
1991	54.79090561
1992	54.77248394
1993	54.76996455
1994	54.75430342
1995	54.74599007
1996	54.73739876
1997	54.73552942
1998	54.72921574
1999	54.72320188
