iter	RMSE
349	77.49649066
350	77.47925004
351	77.46237308
352	77.4288107
353	77.37451967
354	77.34036313
355	77.29753908
356	77.27884326
357	77.22864707
358	77.21691525
359	77.19530195
360	77.17751634
361	77.15201641
362	77.11972142
363	77.07887355
364	77.05623255
365	77.04534366
366	77.03731549
367	76.98598271
368	76.97690825
369	76.95324116
370	76.90286579
371	76.89191213
372	76.85196298
373	76.83610215
374	76.82511684
375	76.80767584
376	76.76673182
377	76.73461223
378	76.69415647
379	76.64535862
380	76.61441946
381	76.5714686
382	76.5186191
383	76.51089133
384	76.46428764
385	76.43272998
386	76.38259004
387	76.33670406
388	76.29587411
389	76.28061204
390	76.23474329
391	76.21941626
392	76.17869672
393	76.15023298
394	76.14332908
395	76.11464929
396	76.08737342
397	76.06542468
398	76.02176708
399	75.98675562
400	75.97450436
401	75.96690247
402	75.96055172
403	75.93774989
404	75.92631828
405	75.88693741
406	75.83994537
407	75.83592756
408	75.78647387
409	75.74595003
410	75.71667317
411	75.67480613
412	75.63072389
413	75.62605382
414	75.5886643
415	75.56095836
416	75.5205742
417	75.51032383
418	75.48795501
419	75.48443713
420	75.43912467
421	75.41769056
422	75.39900254
423	75.37183705
424	75.36820966
425	75.34477606
426	75.31777098
427	75.29870587
428	75.29547084
429	75.28072558
430	75.25452792
431	75.20301755
432	75.1822306
433	75.17468674
434	75.16540538
435	75.16200114
436	75.12926052
437	75.11536591
438	75.08923162
439	75.07632917
440	75.03908903
441	75.00249027
442	74.99169156
443	74.96190977
444	74.94773837
445	74.93367232
446	74.91599777
447	74.89160058
448	74.88882206
449	74.841931
450	74.82984306
451	74.81933753
452	74.78206412
453	74.77888329
454	74.73826596
455	74.70396183
456	74.67098552
457	74.63779391
458	74.62935127
459	74.62645207
460	74.61197898
461	74.57450975
462	74.54132023
463	74.53486415
464	74.50288883
465	74.48197878
466	74.45785731
467	74.43941682
468	74.42086317
469	74.38790386
470	74.33759002
471	74.33098946
472	74.32822316
473	74.32049059
474	74.28365711
475	74.28123197
476	74.24852529
477	74.21098516
478	74.20373406
479	74.19384997
480	74.18406021
481	74.14800315
482	74.1251809
483	74.11423041
484	74.10137643
485	74.07778412
486	74.04441622
487	74.01214058
488	74.00401569
489	73.98319245
490	73.96406041
491	73.94538544
492	73.92715212
493	73.90628228
494	73.88652358
495	73.85123756
496	73.8076116
497	73.79499244
498	73.75024921
499	73.75002054
500	73.7474732
501	73.73095456
502	73.73073405
503	73.68966764
504	73.64386033
505	73.61998289
506	73.58688641
507	73.55684792
508	73.5347562
509	73.52356293
510	73.49535449
511	73.46848565
512	73.43094605
513	73.39819049
514	73.37209331
515	73.32162735
516	73.27828871
517	73.23986339
518	73.21193864
519	73.18958306
520	73.15724812
521	73.14703995
522	73.13091569
523	73.11065546
524	73.10646685
525	73.0825925
526	73.06956474
527	73.03486234
528	72.99922402
529	72.97013971
530	72.9389401
531	72.8922877
532	72.88309589
533	72.87094345
534	72.8418767
535	72.81164765
536	72.78752607
537	72.77531107
538	72.75736182
539	72.73397954
540	72.70411151
541	72.67980252
542	72.67073546
543	72.65196102
544	72.62812597
545	72.62088734
546	72.60616699
547	72.5860716
548	72.55563897
549	72.52944246
550	72.5004994
551	72.46910246
552	72.44150327
553	72.4040954
554	72.39002466
555	72.36978617
556	72.35122019
557	72.33183646
558	72.31211704
559	72.28500526
560	72.27990748
561	72.27306614
562	72.26603282
563	72.25475622
564	72.24750382
565	72.23868629
566	72.20937139
567	72.18684429
568	72.13835929
569	72.0977078
570	72.08861785
571	72.06345901
572	72.03776647
573	72.02771973
574	72.0171029
575	71.99267778
576	71.9808088
577	71.96424993
578	71.94691499
579	71.93085381
580	71.91101937
581	71.87105003
582	71.86168506
583	71.84605454
584	71.8311202
585	71.80547309
586	71.77701335
587	71.76352312
588	71.73162817
589	71.69527708
590	71.67689446
591	71.67068207
592	71.64289864
593	71.62199321
594	71.61554662
595	71.58886652
596	71.56220275
597	71.54393339
598	71.53158253
599	71.51631728
600	71.4874918
601	71.48730379
602	71.47081603
603	71.44339575
604	71.41576709
605	71.38392013
606	71.36978634
607	71.34401518
608	71.34118651
609	71.32142225
610	71.30580601
611	71.29343283
612	71.28538632
613	71.27064076
614	71.25537315
615	71.24355044
616	71.22094197
617	71.19930628
618	71.15741761
619	71.13575813
620	71.12456727
621	71.0989896
622	71.08589194
623	71.05702702
624	71.04338888
625	71.01797605
626	70.99361044
627	70.97823732
628	70.97154545
629	70.96517158
630	70.94051426
631	70.92750563
632	70.90590712
633	70.87294384
634	70.85033573
635	70.83967192
636	70.81451657
637	70.79596974
638	70.76749753
639	70.75896286
640	70.7499938
641	70.72735661
642	70.70418221
643	70.69226848
644	70.66378463
645	70.62745416
646	70.61043642
647	70.58110238
648	70.56943797
649	70.54581238
650	70.52438838
651	70.50072371
652	70.47070932
653	70.45794314
654	70.43594393
655	70.42432203
656	70.40732561
657	70.38579501
658	70.3611794
659	70.34689699
660	70.33955
661	70.33124459
662	70.31176248
663	70.30180247
664	70.29569786
665	70.26217037
666	70.25128577
667	70.22900931
668	70.20763242
669	70.19756471
670	70.17589861
671	70.14464787
672	70.12704046
673	70.11591774
674	70.09122187
675	70.07120388
676	70.05052567
677	70.0286663
678	70.01901659
679	70.00337218
680	69.99841039
681	69.99358153
682	69.97669653
683	69.95513258
684	69.95189479
685	69.94722702
686	69.91736549
687	69.89366348
688	69.87893806
689	69.86903162
690	69.84909175
691	69.82639762
692	69.81550366
693	69.79934316
694	69.77937999
695	69.76824331
696	69.76028818
697	69.74887404
698	69.74102804
699	69.70764887
700	69.69833981
701	69.68109783
702	69.65316624
703	69.64366569
704	69.64059987
705	69.63255583
706	69.61331522
707	69.59580738
708	69.58778222
709	69.55218558
710	69.54617734
711	69.53779547
712	69.50777169
713	69.49682814
714	69.47733517
715	69.46099016
716	69.45018057
717	69.44547978
718	69.44090549
719	69.42173986
720	69.39155786
721	69.38159456
722	69.35219016
723	69.34214399
724	69.3248125
725	69.31657971
726	69.2750727
727	69.2569348
728	69.25036091
729	69.20829229
730	69.18810763
731	69.15297212
732	69.11804158
733	69.10653134
734	69.09742355
735	69.08452859
736	69.06356018
737	69.04758564
738	69.03868877
739	69.00749078
740	68.99805047
741	68.97273918
742	68.9637517
743	68.95932763
744	68.92955413
745	68.89843405
746	68.86863305
747	68.85051976
748	68.83295178
749	68.82098707
750	68.80873088
751	68.7787651
752	68.76978531
753	68.7546187
754	68.73170692
755	68.70989213
756	68.69030319
757	68.66029462
758	68.63427471
759	68.62527465
760	68.60611435
761	68.59096173
762	68.56198591
763	68.54511674
764	68.52123369
765	68.49740323
766	68.48456792
767	68.48105004
768	68.4647465
769	68.44279626
770	68.42987521
771	68.42556424
772	68.41521675
773	68.41079003
774	68.38346573
775	68.36485864
776	68.33821841
777	68.31719378
778	68.29568725
779	68.28177069
780	68.26232556
781	68.24202138
782	68.2316192
783	68.21831079
784	68.21415581
785	68.20051404
786	68.19467219
787	68.17474404
788	68.16722719
789	68.14443967
790	68.13707516
791	68.12266435
792	68.0897381
793	68.07863135
794	68.05052161
795	68.04768032
796	68.02865855
797	68.00067196
798	67.98600584
799	67.96494333
800	67.95547014
801	67.9319004
802	67.91631531
803	67.90556972
804	67.87918445
805	67.85244613
806	67.84298416
807	67.83492595
808	67.81569902
809	67.80100556
810	67.79731577
811	67.79197367
812	67.78381121
813	67.76712398
814	67.74023155
815	67.73024509
816	67.71143283
817	67.67993915
818	67.66294036
819	67.64204573
820	67.61880567
821	67.6178974
822	67.59565971
823	67.57360424
824	67.56463851
825	67.52772977
826	67.50699143
827	67.49636708
828	67.48727459
829	67.46511373
830	67.45162574
831	67.44231793
832	67.43129797
833	67.42787799
834	67.42258368
835	67.38793174
836	67.37733442
837	67.37379734
838	67.36662323
839	67.3419495
840	67.31981856
841	67.30843676
842	67.28407895
843	67.27572085
844	67.27176189
845	67.25058035
846	67.24226999
847	67.21846715
848	67.21047834
849	67.20098352
850	67.17860563
851	67.16386666
852	67.13227922
853	67.12477147
854	67.10753364
855	67.09918285
856	67.08578251
857	67.07730161
858	67.07331
859	67.06564584
860	67.06136962
861	67.04931494
862	67.02431138
863	67.00368391
864	66.98411593
865	66.96494345
866	66.95278545
867	66.93336647
868	66.92889761
869	66.90330628
870	66.88520463
871	66.86987594
872	66.85762977
873	66.84138584
874	66.81475581
875	66.80702412
876	66.7765626
877	66.77181845
878	66.76593823
879	66.74795148
880	66.73659088
881	66.72061215
882	66.70086124
883	66.68215128
884	66.67830674
885	66.6644156
886	66.65946957
887	66.64000995
888	66.62789993
889	66.60274755
890	66.59356401
891	66.56954887
892	66.55043384
893	66.54668447
894	66.53689013
895	66.52338734
896	66.50687649
897	66.49682108
898	66.47754497
899	66.46497872
900	66.45472479
901	66.4321298
902	66.40668323
903	66.39825688
904	66.38184166
905	66.37683759
906	66.36191339
907	66.34475601
908	66.31950507
909	66.31471362
910	66.2941762
911	66.28449635
912	66.26659743
913	66.25401576
914	66.24329097
915	66.23647617
916	66.22514974
917	66.21102829
918	66.18367525
919	66.17953631
920	66.16750128
921	66.14111176
922	66.1312619
923	66.11182073
924	66.09554581
925	66.07747044
926	66.06974937
927	66.06613107
928	66.04776123
929	66.02262734
930	66.01313025
931	66.00185674
932	65.97937353
933	65.97241534
934	65.95294533
935	65.9269795
936	65.92282668
937	65.89996454
938	65.8918091
939	65.87906424
940	65.86406705
941	65.84692848
942	65.83842535
943	65.82304495
944	65.80324847
945	65.7861618
946	65.77609928
947	65.75987126
948	65.75261877
949	65.74874087
950	65.74004388
951	65.71647462
952	65.70547755
953	65.69422654
954	65.68498251
955	65.67081794
956	65.66730034
957	65.65417701
958	65.63294668
959	65.6290167
960	65.60515947
961	65.59624084
962	65.57842905
963	65.57419113
964	65.55485145
965	65.54624258
966	65.54158688
967	65.52612551
968	65.52045593
969	65.50927381
970	65.4909809
971	65.48265213
972	65.46834507
973	65.44774332
974	65.43313465
975	65.40999038
976	65.39849552
977	65.39210686
978	65.38218355
979	65.36515233
980	65.36171291
981	65.34486842
982	65.33608341
983	65.30649606
984	65.29593877
985	65.29258044
986	65.28459919
987	65.27506204
988	65.27003135
989	65.26675667
990	65.25644809
991	65.24777003
992	65.24009516
993	65.23518442
994	65.22685604
995	65.22209341
996	65.20100634
997	65.18194561
998	65.16717533
999	65.14587766
1000	65.13130947
1001	65.12392481
1002	65.11186767
1003	65.10400237
1004	65.08545455
1005	65.07521927
1006	65.06860546
1007	65.05866081
1008	65.04632496
1009	65.02905653
1010	65.01931328
1011	65.00420985
1012	64.99963534
1013	64.98643831
1014	64.98028755
1015	64.97582984
1016	64.95589774
1017	64.94448147
1018	64.92593169
1019	64.90623553
1020	64.88510038
1021	64.87607671
1022	64.87096218
1023	64.867596
1024	64.85416106
1025	64.8488102
1026	64.83504861
1027	64.81622901
1028	64.77836164
1029	64.77098067
1030	64.75359407
1031	64.74652045
1032	64.74171703
1033	64.73039368
1034	64.70922889
1035	64.70487665
1036	64.68884526
1037	64.66754503
1038	64.6480376
1039	64.6448706
1040	64.6420319
1041	64.6388785
1042	64.61817095
1043	64.60424639
1044	64.59836511
1045	64.56764097
1046	64.54141732
1047	64.53231719
1048	64.51432854
1049	64.50858999
1050	64.49975717
1051	64.46437586
1052	64.44325613
1053	64.43640009
1054	64.40901305
1055	64.39852265
1056	64.38697234
1057	64.37541263
1058	64.35776512
1059	64.34977384
1060	64.34393338
1061	64.33561267
1062	64.33257637
1063	64.32482214
1064	64.29382736
1065	64.28660368
1066	64.26031527
1067	64.2472238
1068	64.22466775
1069	64.20548062
1070	64.20200467
1071	64.19140776
1072	64.18123867
1073	64.16624559
1074	64.14537298
1075	64.1309904
1076	64.12322898
1077	64.10758595
1078	64.08427629
1079	64.05864483
1080	64.03781323
1081	64.01916414
1082	64.00128075
1083	63.99672353
1084	63.96589559
1085	63.93927957
1086	63.93256728
1087	63.91991268
1088	63.91507518
1089	63.9083408
1090	63.88862748
1091	63.88270128
1092	63.87244655
1093	63.85283835
1094	63.83201437
1095	63.81559474
1096	63.80196354
1097	63.79410794
1098	63.79002082
1099	63.78271734
1100	63.77755936
1101	63.74935171
1102	63.73472386
1103	63.71879078
1104	63.71304386
1105	63.70078088
1106	63.68145174
1107	63.66253747
1108	63.65755153
1109	63.64247835
1110	63.63695321
1111	63.6259798
1112	63.60439536
1113	63.59706851
1114	63.57534575
1115	63.55710202
1116	63.55184955
1117	63.54013986
1118	63.5108239
1119	63.49705525
1120	63.47804138
1121	63.44963414
1122	63.44331528
1123	63.43265251
1124	63.42795681
1125	63.41008005
1126	63.40309915
1127	63.38688651
1128	63.38182909
1129	63.37482716
1130	63.3629241
1131	63.35285392
1132	63.3445669
1133	63.32528483
1134	63.30448359
1135	63.28639168
1136	63.27525869
1137	63.25776428
1138	63.24475533
1139	63.23239374
1140	63.22334773
1141	63.21662389
1142	63.21060076
1143	63.19954273
1144	63.193443
1145	63.1871376
1146	63.17601824
1147	63.14818596
1148	63.13289449
1149	63.128243
1150	63.12098565
1151	63.0981267
1152	63.0793235
1153	63.06394071
1154	63.04014892
1155	63.01395106
1156	62.99248677
1157	62.98727524
1158	62.98020344
1159	62.97354587
1160	62.96197331
1161	62.95386054
1162	62.93414881
1163	62.91692432
1164	62.91306343
1165	62.90796304
1166	62.8972343
1167	62.87562867
1168	62.85867458
1169	62.85256076
1170	62.84496179
1171	62.84097156
1172	62.83465672
1173	62.82111369
1174	62.79989688
1175	62.78680162
1176	62.78089817
1177	62.77504479
1178	62.76569785
1179	62.75274408
1180	62.74123753
1181	62.73703001
1182	62.73172665
1183	62.71356486
1184	62.70279442
1185	62.69086155
1186	62.67948273
1187	62.6668468
1188	62.65474235
1189	62.64141466
1190	62.6365241
1191	62.63253507
1192	62.62489627
1193	62.61864444
1194	62.60790503
1195	62.60379578
1196	62.58112336
1197	62.56598736
1198	62.54941991
1199	62.52325425
1200	62.50966267
1201	62.49817217
1202	62.4771105
1203	62.47021155
1204	62.45761743
1205	62.44206413
1206	62.42899871
1207	62.41074579
1208	62.40285707
1209	62.38236645
1210	62.36824906
1211	62.363748
1212	62.36000729
1213	62.34480967
1214	62.33695067
1215	62.31884155
1216	62.3008254
1217	62.29104986
1218	62.27832787
1219	62.27264874
1220	62.25684373
1221	62.24344642
1222	62.23200823
1223	62.2161902
1224	62.20735394
1225	62.19000043
1226	62.16474798
1227	62.15942162
1228	62.14282319
1229	62.13731332
1230	62.11847397
1231	62.11300071
1232	62.09937609
1233	62.09089657
1234	62.08387884
1235	62.07133678
1236	62.06266841
1237	62.0582311
1238	62.04715402
1239	62.03196569
1240	62.02373618
1241	62.00762258
1242	61.98871763
1243	61.97415674
1244	61.96523044
1245	61.95184366
1246	61.92640015
1247	61.91103592
1248	61.89026961
1249	61.8823361
1250	61.87217009
1251	61.86633135
1252	61.85746123
1253	61.84977843
1254	61.84680306
1255	61.83098155
1256	61.8177621
1257	61.81231753
1258	61.7855771
1259	61.76308725
1260	61.72795645
1261	61.69546787
1262	61.68269809
1263	61.67704877
1264	61.66912042
1265	61.65339661
1266	61.64942649
1267	61.63155078
1268	61.62239036
1269	61.59736644
1270	61.59052909
1271	61.57531514
1272	61.55982716
1273	61.5465852
1274	61.53308129
1275	61.52166871
1276	61.50975747
1277	61.50349196
1278	61.49580856
1279	61.48685894
1280	61.47520687
1281	61.46402449
1282	61.44799151
1283	61.44239334
1284	61.43418649
1285	61.42031416
1286	61.41104538
1287	61.39655164
1288	61.38397157
1289	61.37887715
1290	61.37063312
1291	61.35574036
1292	61.34130964
1293	61.32689206
1294	61.31908963
1295	61.30558836
1296	61.29895618
1297	61.28447833
1298	61.26270565
1299	61.22972146
1300	61.22232955
1301	61.21615148
1302	61.2001823
1303	61.19422416
1304	61.18020745
1305	61.16978455
1306	61.15499562
1307	61.13598777
1308	61.13175038
1309	61.12785884
1310	61.11404879
1311	61.0912525
1312	61.07641903
1313	61.06377603
1314	61.03687461
1315	61.02476779
1316	61.01372681
1317	60.98757145
1318	60.96309167
1319	60.94820968
1320	60.93645501
1321	60.91699294
1322	60.9031577
1323	60.89546834
1324	60.87940426
1325	60.87416946
1326	60.86243142
1327	60.85097993
1328	60.84223228
1329	60.83010089
1330	60.82296064
1331	60.80423498
1332	60.7715008
1333	60.75714401
1334	60.74710498
1335	60.74498626
1336	60.73724764
1337	60.72823573
1338	60.70780843
1339	60.69459051
1340	60.67420668
1341	60.65816773
1342	60.65179888
1343	60.64693911
1344	60.61771026
1345	60.60946357
1346	60.60026517
1347	60.58632039
1348	60.57329234
1349	60.56556615
1350	60.56033354
1351	60.53153796
1352	60.5182824
1353	60.50716462
1354	60.49161853
1355	60.48565358
1356	60.46945088
1357	60.46332477
1358	60.44499741
1359	60.4278808
1360	60.41794983
1361	60.41325236
1362	60.40456542
1363	60.38852624
1364	60.3857661
1365	60.36810654
1366	60.36235613
1367	60.34580707
1368	60.34274593
1369	60.33140669
1370	60.30812419
1371	60.29079863
1372	60.27445162
1373	60.25217854
1374	60.23867769
1375	60.22206692
1376	60.2133417
1377	60.20455914
1378	60.20056439
1379	60.18861647
1380	60.16433117
1381	60.14700773
1382	60.13246658
1383	60.1198615
1384	60.10995328
1385	60.09872594
1386	60.09329416
1387	60.08264978
1388	60.07397079
1389	60.06161456
1390	60.05320008
1391	60.02702376
1392	60.00806477
1393	59.99981735
1394	59.98979687
1395	59.9763087
1396	59.95922182
1397	59.95213239
1398	59.93770084
1399	59.92626738
1400	59.91866316
1401	59.90038612
1402	59.89024731
1403	59.87527168
1404	59.85626734
1405	59.85136764
1406	59.83554011
1407	59.82583362
1408	59.81751744
1409	59.81536021
1410	59.80960323
1411	59.80314113
1412	59.79865974
1413	59.78472933
1414	59.78078925
1415	59.77546001
1416	59.76649191
1417	59.75532768
1418	59.75267177
1419	59.7399457
1420	59.7346798
1421	59.72933575
1422	59.71981167
1423	59.70715238
1424	59.69324075
1425	59.69068418
1426	59.67351028
1427	59.67146468
1428	59.66397764
1429	59.65181495
1430	59.63722674
1431	59.62632622
1432	59.61445692
1433	59.59686583
1434	59.58527485
1435	59.5760632
1436	59.56573056
1437	59.55784054
1438	59.55375996
1439	59.54484913
1440	59.53493537
1441	59.52892566
1442	59.52236135
1443	59.51731928
1444	59.50981756
1445	59.50414555
1446	59.49494201
1447	59.48813915
1448	59.4832065
1449	59.47478715
1450	59.45472223
1451	59.44281036
1452	59.43350554
1453	59.41895111
1454	59.41487954
1455	59.40591469
1456	59.39328855
1457	59.38196361
1458	59.36994042
1459	59.36262936
1460	59.34322483
1461	59.33629356
1462	59.32031924
1463	59.30691886
1464	59.30687774
1465	59.29813199
1466	59.28936595
1467	59.2808362
1468	59.27007137
1469	59.2621501
1470	59.25267592
1471	59.24818228
1472	59.24121825
1473	59.23696176
1474	59.22562648
1475	59.21199061
1476	59.20741683
1477	59.20735044
1478	59.20330576
1479	59.18630299
1480	59.17783108
1481	59.16579126
1482	59.1592534
1483	59.14664834
1484	59.13165613
1485	59.12671232
1486	59.11471504
1487	59.09857895
1488	59.09008993
1489	59.0837874
1490	59.06268544
1491	59.05938704
1492	59.05471804
1493	59.05064471
1494	59.04333263
1495	59.02688039
1496	59.01640214
1497	59.00463237
1498	58.99843376
1499	58.98570425
1500	58.97554578
1501	58.97045857
1502	58.95939092
1503	58.94583034
1504	58.92890956
1505	58.91319348
1506	58.90113363
1507	58.89731973
1508	58.89359141
1509	58.87636154
1510	58.86760666
1511	58.86511189
1512	58.86068469
1513	58.84828028
1514	58.84422097
1515	58.83598401
1516	58.82846727
1517	58.82420135
1518	58.81379975
1519	58.80579512
1520	58.78303409
1521	58.77325982
1522	58.76296942
1523	58.75407627
1524	58.74132915
1525	58.73057154
1526	58.72689251
1527	58.72350568
1528	58.71866403
1529	58.70832981
1530	58.70187765
1531	58.68761045
1532	58.6857584
1533	58.68090675
1534	58.67106836
1535	58.6597002
1536	58.6470317
1537	58.64189318
1538	58.63332603
1539	58.62507543
1540	58.61456149
1541	58.60077232
1542	58.5807342
1543	58.57623538
1544	58.55973401
1545	58.5525621
1546	58.54438119
1547	58.53636898
1548	58.52691353
1549	58.52143095
1550	58.51860118
1551	58.51634693
1552	58.5033281
1553	58.49428437
1554	58.48063559
1555	58.47065897
1556	58.45563007
1557	58.44533523
1558	58.43374131
1559	58.42076689
1560	58.40858798
1561	58.39745295
1562	58.39171086
1563	58.38372648
1564	58.37616959
1565	58.37128007
1566	58.36104322
1567	58.3577564
1568	58.35471884
1569	58.34668644
1570	58.33575669
1571	58.31881476
1572	58.30691011
1573	58.2995098
1574	58.2951334
1575	58.28331499
1576	58.27250246
1577	58.25969893
1578	58.25168749
1579	58.24185537
1580	58.23152365
1581	58.22339663
1582	58.21864302
1583	58.19172186
1584	58.18790995
1585	58.18101792
1586	58.17876494
1587	58.16955207
1588	58.16611227
1589	58.16240202
1590	58.15974622
1591	58.14778551
1592	58.13392105
1593	58.13115137
1594	58.12033356
1595	58.11177818
1596	58.09914362
1597	58.08682012
1598	58.0832395
1599	58.07900641
1600	58.07587779
1601	58.07304887
1602	58.07073183
1603	58.05714908
1604	58.04334456
1605	58.03648916
1606	58.02131335
1607	58.0139198
1608	58.01062848
1609	58.00150655
1610	57.99152633
1611	57.97899159
1612	57.97264019
1613	57.96662228
1614	57.95313017
1615	57.94473315
1616	57.93573319
1617	57.92995998
1618	57.92241072
1619	57.9138016
1620	57.90899356
1621	57.89813472
1622	57.89494323
1623	57.8889668
1624	57.88076363
1625	57.86882705
1626	57.85992378
1627	57.85711863
1628	57.84859577
1629	57.8384345
1630	57.82458912
1631	57.81885448
1632	57.81388178
1633	57.81204371
1634	57.79462765
1635	57.79052172
1636	57.76888795
1637	57.76170659
1638	57.75542813
1639	57.74666398
1640	57.74280341
1641	57.73538516
1642	57.72016716
1643	57.70968275
1644	57.69890705
1645	57.6956019
1646	57.68542574
1647	57.67901221
1648	57.67606835
1649	57.66740755
1650	57.65695548
1651	57.65177403
1652	57.6441809
1653	57.63073235
1654	57.62231283
1655	57.61864998
1656	57.61179325
1657	57.59434809
1658	57.58048202
1659	57.5714767
1660	57.5568016
1661	57.55029356
1662	57.54246564
1663	57.53584192
1664	57.52586168
